Index,Date,Month,Year,USD/BDT
1053,5,1,2014,77.25
1054,6,1,2014,77.25
1055,7,1,2014,77.8
1056,8,1,2014,77.28
1057,9,1,2014,77.89
1058,10,1,2014,77.84
1059,11,1,2014,77.89
1060,12,1,2014,77.83
1061,13,1,2014,77.83
1062,14,1,2014,77.3
1063,15,1,2014,77.67
1064,16,1,2014,77.74
1065,17,1,2014,77.3
1066,18,1,2014,77.68
1067,19,1,2014,77.68
1068,20,1,2014,77.68
1069,21,1,2014,77.3
1070,22,1,2014,77.3
1071,23,1,2014,77.3
1072,24,1,2014,77.58
1073,25,1,2014,77.75
1074,26,1,2014,77.75
1075,27,1,2014,77.63
1076,28,1,2014,77.3
1077,29,1,2014,77.68
1078,30,1,2014,77.66
1079,31,1,2014,77.76
1080,1,2,2014,77.72
1081,2,2,2014,77.72
1082,3,2,2014,77.66
1083,4,2,2014,77.7
1084,5,2,2014,77.65
1085,6,2,2014,77.64
1086,7,2,2014,77.64
1087,8,2,2014,77.63
1088,9,2,2014,77.63
1089,10,2,2014,77.63
1090,11,2,2014,77.63
1091,12,2,2014,77.33
1092,13,2,2014,77.85
1093,14,2,2014,77.36
1094,15,2,2014,77.75
1095,16,2,2014,77.75
1096,17,2,2014,77.63
1097,18,2,2014,77.65
1098,19,2,2014,77.73
1099,20,2,2014,77.82
1100,21,2,2014,77.65
1101,22,2,2014,77.71
1102,23,2,2014,77.705
1103,24,2,2014,77.71
1104,25,2,2014,77.58
1105,26,2,2014,77.55
1106,27,2,2014,77.55
1107,28,2,2014,77.53
1108,1,3,2014,77.5
1109,2,3,2014,77.5
1110,3,3,2014,77.5
1111,4,3,2014,77.46
1112,5,3,2014,77.85
1113,6,3,2014,77.78
1114,7,3,2014,77.76
1115,8,3,2014,77.75
1116,9,3,2014,77.75
1117,10,3,2014,77.745
1118,11,3,2014,77.78
1119,12,3,2014,77.77
1120,13,3,2014,77.72
1121,14,3,2014,77.61
1122,15,3,2014,77.56
1123,16,3,2014,77.56
1124,17,3,2014,77.56
1125,18,3,2014,77.61
1126,19,3,2014,77.76
1127,20,3,2014,77.76
1128,21,3,2014,77.63
1129,22,3,2014,77.83
1130,23,3,2014,77.78
1131,24,3,2014,77.67
1132,25,3,2014,77.68
1133,26,3,2014,77.66
1134,27,3,2014,77.68
1135,28,3,2014,77.53
1136,29,3,2014,77.5
1137,30,3,2014,77.525
1138,31,3,2014,77.53
1139,1,4,2014,77.68
1140,2,4,2014,77.65
1141,3,4,2014,77.65
1142,4,4,2014,77.63
1143,5,4,2014,77.6
1144,6,4,2014,77.6
1145,7,4,2014,77.6
1146,8,4,2014,77.58
1147,9,4,2014,77.66
1148,10,4,2014,77.66
1149,11,4,2014,77.63
1150,12,4,2014,77.61
1151,13,4,2014,77.61
1152,14,4,2014,77.66
1153,15,4,2014,77.58
1154,16,4,2014,77.68
1155,17,4,2014,77.53
1156,18,4,2014,77.53
1157,19,4,2014,77.53
1158,20,4,2014,77.53
1159,21,4,2014,77.525
1160,22,4,2014,77.53
1161,23,4,2014,77.51
1162,24,4,2014,77.51
1163,25,4,2014,77.51
1164,26,4,2014,77.46
1165,27,4,2014,77.455
1166,28,4,2014,77.46
1167,29,4,2014,77.45
1168,30,4,2014,77.66
1169,1,5,2014,77.66
1170,2,5,2014,77.65
1171,3,5,2014,77.63
1172,4,5,2014,77.63
1173,5,5,2014,77.63
1174,6,5,2014,77.66
1175,7,5,2014,77.645
1176,8,5,2014,77.66
1177,9,5,2014,77.65
1178,10,5,2014,77.63
1179,11,5,2014,77.625
1180,12,5,2014,77.625
1181,13,5,2014,77.59
1182,14,5,2014,77.55
1183,15,5,2014,77.65
1184,16,5,2014,77.57
1185,17,5,2014,77.53
1186,18,5,2014,77.53
1187,19,5,2014,77.53
1188,20,5,2014,77.46
1189,21,5,2014,77.56
1190,22,5,2014,77.58
1191,23,5,2014,77.57
1192,24,5,2014,77.53
1193,25,5,2014,77.53
1194,26,5,2014,77.53
1195,27,5,2014,77.52
1196,28,5,2014,77.48
1197,29,5,2014,77.45
1198,30,5,2014,77.53
1199,31,5,2014,77.49
1200,1,6,2014,77.49
1201,2,6,2014,77.49
1202,3,6,2014,77.475
1203,4,6,2014,77.46
1204,5,6,2014,77.67
1205,6,6,2014,77.63
1206,7,6,2014,77.57
1207,8,6,2014,77.57
1208,9,6,2014,77.51
1209,10,6,2014,77.67
1210,11,6,2014,77.54
1211,12,6,2014,77.65
1212,13,6,2014,77.65
1213,14,6,2014,77.63
1214,15,6,2014,77.63
1215,16,6,2014,77.63
1216,17,6,2014,77.63
1217,18,6,2014,77.67
1218,19,6,2014,77.51
1219,20,6,2014,77.48
1220,21,6,2014,77.45
1221,22,6,2014,77.45
1222,23,6,2014,77.45
1223,24,6,2014,77.45
1224,25,6,2014,77.66
1225,26,6,2014,77.78
1226,27,6,2014,77.73
1227,28,6,2014,77.65
1228,29,6,2014,77.71
1229,30,6,2014,77.71
1230,1,7,2014,77.645
1231,2,7,2014,77.71
1232,3,7,2014,77.68
1233,4,7,2014,77.63
1234,5,7,2014,77.79
1235,6,7,2014,77.79
1236,7,7,2014,77.61
1237,8,7,2014,77.68
1238,9,7,2014,77.63
1239,10,7,2014,77.68
1240,11,7,2014,77.57
1241,12,7,2014,77.75
1242,13,7,2014,77.75
1243,14,7,2014,77.75
1244,15,7,2014,77.68
1245,16,7,2014,77.61
1246,17,7,2014,77.6
1247,18,7,2014,77.55
1248,19,7,2014,77.53
1249,20,7,2014,77.53
1250,21,7,2014,77.53
1251,22,7,2014,77.61
1252,23,7,2014,77.55
1253,24,7,2014,77.54
1254,25,7,2014,77.57
1255,26,7,2014,77.57
1256,27,7,2014,77.63
1257,28,7,2014,77.51
1258,29,7,2014,77.49
1259,30,7,2014,77.55
1260,31,7,2014,77.48
1261,1,8,2014,77.445
1262,2,8,2014,77.55
1263,3,8,2014,77.57
1264,4,8,2014,77.5
1265,5,8,2014,77.53
1266,6,8,2014,77.605
1267,7,8,2014,77.61
1268,8,8,2014,77.64
1269,9,8,2014,77.63
1270,10,8,2014,77.68
1271,11,8,2014,77.68
1272,12,8,2014,77.64
1273,13,8,2014,77.65
1274,14,8,2014,77.72
1275,15,8,2014,77.545
1276,16,8,2014,77.53
1277,17,8,2014,77.42
1278,18,8,2014,77.42
1279,19,8,2014,77.42
1280,20,8,2014,77.6
1281,21,8,2014,77.67
1282,22,8,2014,77.58
1283,23,8,2014,77.5
1284,24,8,2014,77.42
1285,25,8,2014,77.5
1286,26,8,2014,77.54
1287,27,8,2014,77.53
1288,28,8,2014,77.57
1289,29,8,2014,77.22
1290,30,8,2014,77.22
1291,31,8,2014,77.27
1292,1,9,2014,77.475
1293,2,9,2014,77.475
1294,3,9,2014,77.54
1295,4,9,2014,77.54
1296,5,9,2014,77.48
1297,6,9,2014,77.48
1298,7,9,2014,77.48
1299,8,9,2014,77.475
1300,9,9,2014,77.45
1301,10,9,2014,77.46
1302,11,9,2014,77.45
1303,12,9,2014,77.45
1304,13,9,2014,77.13
1305,14,9,2014,77.13
1306,15,9,2014,77.13
1307,16,9,2014,77.13
1308,17,9,2014,77.48
1309,18,9,2014,77.48
1310,19,9,2014,77.45
1311,20,9,2014,77.43
1312,21,9,2014,77.43
1313,22,9,2014,77.43
1314,23,9,2014,77.38
1315,24,9,2014,77.39
1316,25,9,2014,77.36
1317,26,9,2014,77.35
1318,27,9,2014,77.33
1319,28,9,2014,77.33
1320,29,9,2014,77.33
1321,30,9,2014,77.28
1322,1,10,2014,77.45
1323,2,10,2014,77.46
1324,3,10,2014,77.445
1325,4,10,2014,77.43
1326,5,10,2014,77.43
1327,6,10,2014,77.43
1328,7,10,2014,77.43
1329,8,10,2014,77.43
1330,9,10,2014,77.455
1331,10,10,2014,77.46
1332,11,10,2014,77.46
1333,12,10,2014,77.46
1334,13,10,2014,77.455
1335,14,10,2014,77.46
1336,15,10,2014,77.45
1337,16,10,2014,77.38
1338,17,10,2014,77.3
1339,18,10,2014,77.3
1340,19,10,2014,77.3
1341,20,10,2014,77.3
1342,21,10,2014,77.37
1343,22,10,2014,77.35
1344,23,10,2014,77.38
1345,24,10,2014,77.38
1346,25,10,2014,77.38
1347,26,10,2014,77.38
1348,27,10,2014,77.375
1349,28,10,2014,77.41
1350,29,10,2014,77.42
1351,30,10,2014,77.43
1352,31,10,2014,77.41
1353,1,11,2014,77.43
1354,2,11,2014,77.43
1355,3,11,2014,77.43
1356,4,11,2014,77.42
1357,5,11,2014,77.38
1358,6,11,2014,77.305
1359,7,11,2014,77.33
1360,8,11,2014,77.33
1361,9,11,2014,77.33
1362,10,11,2014,77.33
1363,11,11,2014,77.31
1364,12,11,2014,77.305
1365,13,11,2014,77.32
1366,14,11,2014,77.33
1367,15,11,2014,77.31
1368,16,11,2014,77.31
1369,17,11,2014,77.31
1370,18,11,2014,77.305
1371,19,11,2014,77.31
1372,20,11,2014,77.31
1373,21,11,2014,77.305
1374,22,11,2014,77.31
1375,23,11,2014,77.31
1376,24,11,2014,77.31
1377,25,11,2014,77.315
1378,26,11,2014,77.33
1379,27,11,2014,77.33
1380,28,11,2014,77.33
1381,29,11,2014,77.31
1382,30,11,2014,77.31
1383,1,12,2014,77.305
1384,2,12,2014,77.33
1385,3,12,2014,77.33
1386,4,12,2014,77.31
1387,5,12,2014,77.575
1388,6,12,2014,77.575
1389,7,12,2014,77.575
1390,8,12,2014,77.575
1391,9,12,2014,77.575
1392,10,12,2014,77.25645
1393,11,12,2014,77.37145
1394,12,12,2014,77.34495
1395,13,12,2014,77.30845
1396,14,12,2014,77.30845
1397,15,12,2014,77.30845
1398,16,12,2014,77.29095
1399,17,12,2014,77.30945
1400,18,12,2014,77.31045
1401,19,12,2014,77.36445
1402,20,12,2014,77.32095
1403,21,12,2014,77.32095
1404,22,12,2014,77.32095
1405,23,12,2014,77.89795
1406,24,12,2014,78.00895
1407,25,12,2014,77.95345
1408,26,12,2014,77.95345
1409,27,12,2014,77.95345
1410,28,12,2014,77.95345
1411,29,12,2014,77.95345
1412,30,12,2014,77.90745
1413,31,12,2014,78.00995
1414,1,1,2015,77.90795
1415,2,1,2015,77.90795
1416,3,1,2015,77.95095
1417,4,1,2015,77.95095
1418,5,1,2015,77.95095
1419,6,1,2015,77.87745
1420,7,1,2015,78.16445
1421,8,1,2015,77.80595
1422,9,1,2015,77.92145
1423,10,1,2015,77.83645
1424,11,1,2015,77.83645
1425,12,1,2015,77.83645
1426,13,1,2015,77.92745
1427,14,1,2015,77.82395
1428,15,1,2015,77.74445
1429,16,1,2015,77.85795
1430,17,1,2015,77.82995
1431,18,1,2015,77.82995
1432,19,1,2015,77.82995
1433,20,1,2015,77.81295
1434,21,1,2015,77.81745
1435,22,1,2015,77.87795
1436,23,1,2015,77.84995
1437,24,1,2015,77.63395
1438,25,1,2015,77.63395
1439,26,1,2015,77.63395
1440,27,1,2015,77.85095
1441,28,1,2015,77.71395
1442,29,1,2015,77.84545
1443,30,1,2015,77.40245
1444,31,1,2015,77.80995
1445,1,2,2015,77.80995
1446,2,2,2015,77.80995
1447,3,2,2015,77.76795
1448,4,2,2015,77.73245
1449,5,2,2015,78.07495
1450,6,2,2015,77.78345
1451,7,2,2015,77.84845
1452,8,2,2015,77.84845
1453,9,2,2015,77.84845
1454,10,2,2015,77.81945
1455,11,2,2015,77.83495
1456,12,2,2015,77.79145
1457,13,2,2015,77.68845
1458,14,2,2015,77.90145
1459,15,2,2015,77.90145
1460,16,2,2015,77.90145
1461,17,2,2015,77.80545
1462,18,2,2015,77.89445
1463,19,2,2015,77.78245
1464,20,2,2015,77.83195
1465,21,2,2015,77.85245
1466,22,2,2015,77.85245
1467,23,2,2015,77.85245
1468,24,2,2015,77.91995
1469,25,2,2015,77.77445
1470,26,2,2015,77.79645
1471,27,2,2015,77.92845
1472,28,2,2015,77.87895
1473,1,3,2015,77.87895
1474,2,3,2015,77.87895
1475,3,3,2015,77.79245
1476,4,3,2015,77.79595
1477,5,3,2015,77.79445
1478,6,3,2015,77.72845
1479,7,3,2015,77.76795
1480,8,3,2015,77.76795
1481,9,3,2015,77.76795
1482,10,3,2015,77.78745
1483,11,3,2015,77.85845
1484,12,3,2015,77.78845
1485,13,3,2015,77.94845
1486,14,3,2015,77.89545
1487,15,3,2015,77.89545
1488,16,3,2015,77.89545
1489,17,3,2015,77.88595
1490,18,3,2015,77.80395
1491,19,3,2015,77.84795
1492,20,3,2015,77.91745
1493,21,3,2015,77.74345
1494,22,3,2015,77.74345
1495,23,3,2015,77.74345
1496,24,3,2015,77.89445
1497,25,3,2015,77.89645
1498,26,3,2015,77.89645
1499,27,3,2015,77.90095
1500,28,3,2015,77.87895
1501,29,3,2015,77.87895
1502,30,3,2015,77.87895
1503,31,3,2015,77.86945
1504,1,4,2015,77.90245
1505,2,4,2015,77.90895
1506,3,4,2015,77.75445
1507,4,4,2015,77.44995
1508,5,4,2015,77.44995
1509,6,4,2015,77.44995
1510,7,4,2015,76.72695
1511,8,4,2015,77.77595
1512,9,4,2015,77.81595
1513,10,4,2015,77.75545
1514,11,4,2015,77.88645
1515,12,4,2015,77.88645
1516,13,4,2015,77.88645
1517,14,4,2015,77.82095
1518,15,4,2015,77.92595
1519,16,4,2015,77.75245
1520,17,4,2015,77.72795
1521,18,4,2015,77.91395
1522,19,4,2015,77.91395
1523,20,4,2015,77.91395
1524,21,4,2015,77.75695
1525,22,4,2015,77.81745
1526,23,4,2015,77.94195
1527,24,4,2015,77.79795
1528,25,4,2015,77.83095
1529,26,4,2015,77.83095
1530,27,4,2015,77.83095
1531,28,4,2015,77.86495
1532,29,4,2015,77.94145
1533,30,4,2015,77.94095
1534,1,5,2015,77.91545
1535,2,5,2015,77.71745
1536,3,5,2015,77.71745
1537,4,5,2015,77.71745
1538,5,5,2015,77.85445
1539,6,5,2015,77.75745
1540,7,5,2015,77.78245
1541,8,5,2015,77.89295
1542,9,5,2015,77.82395
1543,10,5,2015,77.82395
1544,11,5,2015,77.82395
1545,12,5,2015,77.72245
1546,13,5,2015,77.91645
1547,14,5,2015,77.75945
1548,15,5,2015,77.90095
1549,16,5,2015,77.91145
1550,17,5,2015,77.91145
1551,18,5,2015,77.91145
1552,19,5,2015,77.80195
1553,20,5,2015,77.78345
1554,21,5,2015,77.78395
1555,22,5,2015,77.80095
1556,23,5,2015,77.89945
1557,24,5,2015,77.89945
1558,25,5,2015,77.89945
1559,26,5,2015,77.73045
1560,27,5,2015,77.83345
1561,28,5,2015,77.79195
1562,29,5,2015,77.82795
1563,30,5,2015,77.83695
1564,31,5,2015,77.83695
1565,1,6,2015,77.83695
1566,2,6,2015,77.77495
1567,3,6,2015,77.67445
1568,4,6,2015,77.88045
1569,5,6,2015,77.90245
1570,6,6,2015,77.82495
1571,7,6,2015,77.82495
1572,8,6,2015,77.82495
1573,9,6,2015,77.84345
1574,10,6,2015,77.73345
1575,11,6,2015,77.75745
1576,12,6,2015,77.78945
1577,13,6,2015,77.74545
1578,14,6,2015,77.74545
1579,15,6,2015,77.74545
1580,16,6,2015,77.80945
1581,17,6,2015,77.70545
1582,18,6,2015,77.71745
1583,19,6,2015,77.71995
1584,20,6,2015,77.38795
1585,21,6,2015,77.38795
1586,22,6,2015,77.38795
1587,23,6,2015,77.62295
1588,24,6,2015,77.81495
1589,25,6,2015,77.79345
1590,26,6,2015,77.80345
1591,27,6,2015,77.83195
1592,28,6,2015,77.83195
1593,29,6,2015,77.83195
1594,30,6,2015,77.84595
1595,1,7,2015,77.82795
1596,2,7,2015,77.78095
1597,3,7,2015,77.79145
1598,4,7,2015,77.85345
1599,5,7,2015,77.85345
1600,6,7,2015,77.85345
1601,7,7,2015,77.81945
1602,8,7,2015,77.88145
1603,9,7,2015,77.74995
1604,10,7,2015,77.74545
1605,11,7,2015,77.68445
1606,12,7,2015,77.68445
1607,13,7,2015,77.68445
1608,14,7,2015,77.65695
1609,15,7,2015,77.68995
1610,16,7,2015,77.74295
1611,17,7,2015,77.72245
1612,18,7,2015,77.73695
1613,19,7,2015,77.73695
1614,20,7,2015,77.73695
1615,21,7,2015,77.75495
1616,22,7,2015,77.74945
1617,23,7,2015,77.75695
1618,24,7,2015,77.74495
1619,25,7,2015,77.77245
1620,26,7,2015,77.77245
1621,27,7,2015,77.77245
1622,28,7,2015,77.72445
1623,29,7,2015,77.73045
1624,30,7,2015,77.83995
1625,31,7,2015,77.75945
1626,1,8,2015,77.93045
1627,2,8,2015,77.93045
1628,3,8,2015,77.93045
1629,4,8,2015,77.77995
1630,5,8,2015,77.73695
1631,6,8,2015,77.48945
1632,7,8,2015,77.91345
1633,8,8,2015,77.86095
1634,9,8,2015,77.86095
1635,10,8,2015,77.86095
1636,11,8,2015,77.84695
1637,12,8,2015,77.77945
1638,13,8,2015,77.74545
1639,14,8,2015,77.80995
1640,15,8,2015,78.26545
1641,16,8,2015,78.26545
1642,17,8,2015,78.26545
1643,18,8,2015,77.79295
1644,19,8,2015,77.77895
1645,20,8,2015,77.77845
1646,21,8,2015,77.92245
1647,22,8,2015,77.91245
1648,23,8,2015,77.91245
1649,24,8,2015,77.91245
1650,25,8,2015,77.80945
1651,26,8,2015,77.77895
1652,27,8,2015,77.76745
1653,28,8,2015,77.88295
1654,29,8,2015,77.85095
1655,30,8,2015,77.85095
1656,31,8,2015,77.85095
1657,1,9,2015,77.78895
1658,2,9,2015,77.82395
1659,3,9,2015,77.84645
1660,4,9,2015,77.82645
1661,5,9,2015,77.86345
1662,6,9,2015,77.86345
1663,7,9,2015,77.86345
1664,8,9,2015,77.86945
1665,9,9,2015,77.82995
1666,10,9,2015,77.76095
1667,11,9,2015,77.89995
1668,12,9,2015,77.92295
1669,13,9,2015,77.92295
1670,14,9,2015,77.92295
1671,15,9,2015,77.91595
1672,16,9,2015,77.82595
1673,17,9,2015,77.85395
1674,18,9,2015,77.84645
1675,19,9,2015,77.82295
1676,20,9,2015,77.82295
1677,21,9,2015,77.82295
1678,22,9,2015,77.85495
1679,23,9,2015,77.69745
1680,24,9,2015,77.86845
1681,25,9,2015,77.81545
1682,26,9,2015,77.91845
1683,27,9,2015,77.91845
1684,28,9,2015,77.91845
1685,29,9,2015,77.86995
1686,30,9,2015,77.79045
1687,1,10,2015,77.72095
1688,2,10,2015,77.86345
1689,3,10,2015,77.86895
1690,4,10,2015,77.86895
1691,5,10,2015,77.86895
1692,6,10,2015,77.86245
1693,7,10,2015,77.86595
1694,8,10,2015,77.79045
1695,9,10,2015,77.80895
1696,10,10,2015,77.73995
1697,11,10,2015,77.73995
1698,12,10,2015,77.73995
1699,13,10,2015,77.75295
1700,14,10,2015,77.79095
1701,15,10,2015,77.73445
1702,16,10,2015,77.80845
1703,17,10,2015,77.80245
1704,18,10,2015,77.80245
1705,19,10,2015,77.80245
1706,20,10,2015,77.74445
1707,21,10,2015,77.88745
1708,22,10,2015,77.90445
1709,23,10,2015,77.81745
1710,24,10,2015,77.91145
1711,25,10,2015,77.91145
1712,26,10,2015,77.91145
1713,27,10,2015,77.89595
1714,28,10,2015,77.91045
1715,29,10,2015,77.89395
1716,30,10,2015,77.94045
1717,31,10,2015,77.74895
1718,1,11,2015,77.74895
1719,2,11,2015,77.74895
1720,3,11,2015,77.85845
1721,4,11,2015,77.85495
1722,5,11,2015,78.66695
1723,6,11,2015,78.26545
1724,7,11,2015,78.20645
1725,8,11,2015,78.20645
1726,9,11,2015,78.20645
1727,10,11,2015,78.37895
1728,11,11,2015,78.14045
1729,12,11,2015,77.88345
1730,13,11,2015,77.39345
1731,14,11,2015,78.08545
1732,15,11,2015,78.08545
1733,16,11,2015,78.08545
1734,17,11,2015,78.08595
1735,18,11,2015,78.20145
1736,19,11,2015,77.45545
1737,20,11,2015,77.48245
1738,21,11,2015,77.69645
1739,22,11,2015,77.69645
1740,23,11,2015,77.69645
1741,24,11,2015,77.37445
1742,25,11,2015,77.40545
1743,26,11,2015,77.14195
1744,27,11,2015,77.43095
1745,28,11,2015,77.28045
1746,29,11,2015,77.28045
1747,30,11,2015,77.28045
1748,1,12,2015,78.10295
1749,2,12,2015,77.88345
1750,3,12,2015,78.01445
1751,4,12,2015,75.54345
1752,5,12,2015,78.26595
1753,6,12,2015,78.26595
1754,7,12,2015,78.26595
1755,8,12,2015,78.01445
1756,9,12,2015,77.88595
1757,10,12,2015,77.42895
1758,11,12,2015,77.91695
1759,12,12,2015,78.06495
1760,13,12,2015,78.06495
1761,14,12,2015,78.06495
1762,15,12,2015,78.03445
1763,16,12,2015,78.74495
1764,17,12,2015,78.26145
1765,18,12,2015,78.17545
1766,19,12,2015,77.99495
1767,20,12,2015,77.99495
1768,21,12,2015,77.99495
1769,22,12,2015,77.84445
1770,23,12,2015,78.52095
1771,24,12,2015,78.71445
1772,25,12,2015,78.39945
1773,26,12,2015,78.31045
1774,27,12,2015,78.31045
1775,28,12,2015,78.31045
1776,29,12,2015,78.63395
1777,30,12,2015,78.58995
1778,31,12,2015,78.21145
1779,1,1,2016,78.71645
1780,2,1,2016,78.69845
1781,3,1,2016,78.69845
1782,4,1,2016,78.69845
1783,5,1,2016,78.83795
1784,6,1,2016,78.55795
1785,7,1,2016,78.19645
1786,8,1,2016,78.01645
1787,9,1,2016,78.04945
1788,10,1,2016,78.04945
1789,11,1,2016,78.04945
1790,12,1,2016,78.66745
1791,13,1,2016,78.44395
1792,14,1,2016,78.07245
1793,15,1,2016,78.52945
1794,16,1,2016,78.47545
1795,17,1,2016,78.47545
1796,18,1,2016,78.47545
1797,19,1,2016,78.50095
1798,20,1,2016,78.15095
1799,21,1,2016,78.61095
1800,22,1,2016,78.79845
1801,23,1,2016,78.74795
1802,24,1,2016,78.74795
1803,25,1,2016,78.74795
1804,26,1,2016,78.25595
1805,27,1,2016,78.17445
1806,28,1,2016,78.29995
1807,29,1,2016,78.28095
1808,30,1,2016,79.07895
1809,31,1,2016,79.07895
1810,1,2,2016,79.07895
1811,2,2,2016,78.27445
1812,3,2,2016,78.42795
1813,4,2,2016,77.53245
1814,5,2,2016,78.60645
1815,6,2,2016,78.61645
1816,7,2,2016,78.61645
1817,8,2,2016,78.61645
1818,9,2,2016,78.70595
1819,10,2,2016,78.27945
1820,11,2,2016,78.82945
1821,12,2,2016,78.85845
1822,13,2,2016,78.84695
1823,14,2,2016,78.84695
1824,15,2,2016,78.84695
1825,16,2,2016,78.42245
1826,17,2,2016,78.50045
1827,18,2,2016,78.58595
1828,19,2,2016,78.38395
1829,20,2,2016,78.42645
1830,21,2,2016,78.42645
1831,22,2,2016,78.42645
1832,23,2,2016,78.58045
1833,24,2,2016,78.48395
1834,25,2,2016,78.07695
1835,26,2,2016,78.46245
1836,27,2,2016,79.14295
1837,28,2,2016,79.14295
1838,29,2,2016,79.14295
1839,1,3,2016,78.48395
1840,2,3,2016,78.51695
1841,3,3,2016,78.42545
1842,4,3,2016,77.98445
1843,5,3,2016,78.33045
1844,6,3,2016,78.33045
1845,7,3,2016,78.33045
1846,8,3,2016,78.44395
1847,9,3,2016,78.49895
1848,10,3,2016,78.45545
1849,11,3,2016,78.34795
1850,12,3,2016,78.15995
1851,13,3,2016,78.15995
1852,14,3,2016,78.15995
1853,15,3,2016,78.47595
1854,16,3,2016,78.36545
1855,17,3,2016,77.55345
1856,18,3,2016,78.46395
1857,19,3,2016,78.42595
1858,20,3,2016,78.42595
1859,21,3,2016,78.42595
1860,22,3,2016,78.35645
1861,23,3,2016,78.33695
1862,24,3,2016,78.37395
1863,25,3,2016,78.34295
1864,26,3,2016,78.32195
1865,27,3,2016,78.32195
1866,28,3,2016,78.38495
1867,29,3,2016,78.33945
1868,30,3,2016,78.30595
1869,31,3,2016,78.50945
1870,1,4,2016,78.35645
1871,2,4,2016,78.36195
1872,3,4,2016,78.36195
1873,4,4,2016,78.36195
1874,5,4,2016,78.29095
1875,6,4,2016,78.29145
1876,7,4,2016,78.41045
1877,8,4,2016,78.61445
1878,9,4,2016,78.41095
1879,10,4,2016,78.41095
1880,11,4,2016,78.41095
1881,12,4,2016,78.36895
1882,13,4,2016,78.48245
1883,14,4,2016,78.33745
1884,15,4,2016,78.32145
1885,16,4,2016,78.34645
1886,17,4,2016,78.34645
1887,18,4,2016,78.34645
1888,19,4,2016,78.35095
1889,20,4,2016,78.38295
1890,21,4,2016,78.43295
1891,22,4,2016,78.38745
1892,23,4,2016,78.32495
1893,24,4,2016,78.32495
1894,25,4,2016,78.32495
1895,26,4,2016,78.32495
1896,27,4,2016,78.36695
1897,28,4,2016,78.40695
1898,29,4,2016,78.33995
1899,30,4,2016,78.43745
1900,1,5,2016,78.43745
1901,2,5,2016,78.43745
1902,3,5,2016,78.45145
1903,4,5,2016,78.13145
1904,5,5,2016,78.36795
1905,6,5,2016,78.52495
1906,7,5,2016,78.38195
1907,8,5,2016,78.38195
1908,9,5,2016,78.38195
1909,10,5,2016,78.38195
1910,11,5,2016,78.37145
1911,12,5,2016,78.33595
1912,13,5,2016,78.13995
1913,14,5,2016,78.61495
1914,15,5,2016,78.61495
1915,16,5,2016,78.61495
1916,17,5,2016,78.85345
1917,18,5,2016,78.64445
1918,19,5,2016,78.57295
1919,20,5,2016,78.63395
1920,21,5,2016,78.65495
1921,22,5,2016,78.65495
1922,23,5,2016,78.65495
1923,24,5,2016,78.62345
1924,25,5,2016,78.63345
1925,26,5,2016,78.65545
1926,27,5,2016,78.65195
1927,28,5,2016,78.64095
1928,29,5,2016,78.64095
1929,30,5,2016,78.64095
1930,31,5,2016,78.64995
1931,1,6,2016,78.57945
1932,2,6,2016,78.67145
1933,3,6,2016,78.98245
1934,4,6,2016,78.62345
1935,5,6,2016,78.62345
1936,6,6,2016,78.62345
1937,7,6,2016,78.62345
1938,8,6,2016,78.63895
1939,9,6,2016,78.60745
1940,10,6,2016,78.66045
1941,11,6,2016,78.87945
1942,12,6,2016,78.87945
1943,13,6,2016,78.87945
1944,14,6,2016,78.99245
1945,15,6,2016,78.56445
1946,16,6,2016,78.28695
1947,17,6,2016,78.73795
1948,18,6,2016,78.46445
1949,19,6,2016,78.46445
1950,20,6,2016,78.46445
1951,21,6,2016,78.51595
1952,22,6,2016,78.96445
1953,23,6,2016,78.07545
1954,24,6,2016,78.24095
1955,25,6,2016,78.00495
1956,26,6,2016,78.00495
1957,27,6,2016,78.00495
1958,28,6,2016,78.43945
1959,29,6,2016,78.47545
1960,30,6,2016,78.47545
1961,1,7,2016,78.71395
1962,2,7,2016,78.21795
1963,3,7,2016,78.21795
1964,4,7,2016,78.21795
1965,5,7,2016,78.12895
1966,6,7,2016,78.91345
1967,7,7,2016,78.10995
1968,8,7,2016,78.45845
1969,9,7,2016,78.41145
1970,10,7,2016,78.41145
1971,11,7,2016,78.41145
1972,12,7,2016,78.42895
1973,13,7,2016,78.64195
1974,14,7,2016,78.35145
1975,15,7,2016,78.33595
1976,16,7,2016,79.17645
1977,17,7,2016,79.17645
1978,18,7,2016,79.17645
1979,19,7,2016,78.23595
1980,20,7,2016,78.72645
1981,21,7,2016,78.77445
1982,22,7,2016,78.40745
1983,23,7,2016,78.75995
1984,24,7,2016,78.75995
1985,25,7,2016,78.75995
1986,26,7,2016,78.43445
1987,27,7,2016,78.59245
1988,28,7,2016,78.04795
1989,29,7,2016,78.52595
1990,30,7,2016,78.03745
1991,31,7,2016,78.03745
1992,1,8,2016,78.03745
1993,2,8,2016,78.45145
1994,3,8,2016,78.42495
1995,4,8,2016,78.42595
1996,5,8,2016,78.45595
1997,6,8,2016,78.42945
1998,7,8,2016,78.42945
1999,8,8,2016,78.42945
2000,9,8,2016,78.42945
2001,10,8,2016,78.19745
2002,11,8,2016,78.35995
2003,12,8,2016,78.49295
2004,13,8,2016,78.35845
2005,14,8,2016,78.35845
2006,15,8,2016,78.35845
